status,doc_class,name,sparse,block_scale,accumulator,m,n,k,best_ms,mean_ms,peak_logical_tflops,mean_logical_tflops,peak_nonzero_tflops,regs_per_thread,sass_status,sass_family,sass_expected_count,sass_matched_count,sass_total_tensor_count,opcode,ptx_path,cubin_path,sass_text_path,sass_json_path,note
PASS,DOCUMENTED,dense/fp8/k32/e4m3xe5m2/acc-f16,0,0,f16,16,8,32,5.646304131,5.652876854,1010.263228,1009.088573,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.m16n8k32.row.col.f16.e4m3.e5m2.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_fp8_k32_e4m3xe5m2_acc-f16_d778bdc27f7b.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_fp8_k32_e4m3xe5m2_acc-f16_d778bdc27f7b.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e4m3xe5m2_acc-f16_d778bdc27f7b.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e4m3xe5m2_acc-f16_d778bdc27f7b.sass.json,
PASS,DOCUMENTED,dense/fp8/k32/e4m3xe5m2/acc-f32,0,0,f32,16,8,32,11.18396759,11.20000648,510.0384451,509.308048,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.m16n8k32.row.col.f32.e4m3.e5m2.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_fp8_k32_e4m3xe5m2_acc-f32_d593649abe89.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_fp8_k32_e4m3xe5m2_acc-f32_d593649abe89.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e4m3xe5m2_acc-f32_d593649abe89.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e4m3xe5m2_acc-f32_d593649abe89.sass.json,
PASS,DOCUMENTED,dense/fp8/k32/e5m2xe4m3/acc-f16,0,0,f16,16,8,32,5.645984173,5.651789188,1010.32048,1009.282769,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.m16n8k32.row.col.f16.e5m2.e4m3.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_fp8_k32_e5m2xe4m3_acc-f16_fcb1e61ee1e3.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_fp8_k32_e5m2xe4m3_acc-f16_fcb1e61ee1e3.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe4m3_acc-f16_fcb1e61ee1e3.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe4m3_acc-f16_fcb1e61ee1e3.sass.json,
PASS,DOCUMENTED,dense/fp8/k32/e5m2xe4m3/acc-f32,0,0,f32,16,8,32,11.18208027,11.19875813,510.1245299,509.3648221,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.m16n8k32.row.col.f32.e5m2.e4m3.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_fp8_k32_e5m2xe4m3_acc-f32_220282b6fa91.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_fp8_k32_e5m2xe4m3_acc-f32_220282b6fa91.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe4m3_acc-f32_220282b6fa91.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe4m3_acc-f32_220282b6fa91.sass.json,
PASS,DOCUMENTED,dense/fp8/k32/e5m2xe5m2/acc-f16,0,0,f16,16,8,32,5.647488117,5.652838707,1010.051428,1009.095383,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.m16n8k32.row.col.f16.e5m2.e5m2.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_fp8_k32_e5m2xe5m2_acc-f16_ba483361951b.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_fp8_k32_e5m2xe5m2_acc-f16_ba483361951b.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe5m2_acc-f16_ba483361951b.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe5m2_acc-f16_ba483361951b.sass.json,
PASS,DOCUMENTED,dense/fp8/k32/e5m2xe5m2/acc-f32,0,0,f32,16,8,32,11.18227196,11.21036053,510.1157852,508.8376441,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.m16n8k32.row.col.f32.e5m2.e5m2.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_fp8_k32_e5m2xe5m2_acc-f32_717941087fd9.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_fp8_k32_e5m2xe5m2_acc-f32_717941087fd9.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe5m2_acc-f32_717941087fd9.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_fp8_k32_e5m2xe5m2_acc-f32_717941087fd9.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe4m3/acc-f16,0,0,f16,16,8,32,5.645376205,5.657567978,1010.429284,1008.251861,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e4m3.e4m3.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe4m3_acc-f16_bb91b08789ec.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe4m3_acc-f16_bb91b08789ec.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe4m3_acc-f16_bb91b08789ec.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe4m3_acc-f16_bb91b08789ec.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe4m3/acc-f32,0,0,f32,16,8,32,11.17868805,11.20170975,510.2793293,509.2306057,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f32.e4m3.e4m3.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe4m3_acc-f32_2bd50180e4a6.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe4m3_acc-f32_2bd50180e4a6.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe4m3_acc-f32_2bd50180e4a6.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe4m3_acc-f32_2bd50180e4a6.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe5m2/acc-f16,0,0,f16,16,8,32,5.64547205,5.654272079,1010.41213,1008.839575,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e4m3.e5m2.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe5m2_acc-f16_56f22eb19e0c.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe5m2_acc-f16_56f22eb19e0c.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe5m2_acc-f16_56f22eb19e0c.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe5m2_acc-f16_56f22eb19e0c.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe5m2/acc-f32,0,0,f32,16,8,32,11.18454361,11.21772861,510.0121774,508.5034267,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f32.e4m3.e5m2.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe5m2_acc-f32_83c8698a4f26.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe5m2_acc-f32_83c8698a4f26.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe5m2_acc-f32_83c8698a4f26.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe5m2_acc-f32_83c8698a4f26.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe3m2/acc-f16,0,0,f16,16,8,32,5.645215988,5.649702549,1010.457962,1009.655533,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e4m3.e3m2.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe3m2_acc-f16_c7947a9985d8.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe3m2_acc-f16_c7947a9985d8.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe3m2_acc-f16_c7947a9985d8.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe3m2_acc-f16_c7947a9985d8.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe3m2/acc-f32,0,0,f32,16,8,32,11.17539215,11.2081213,510.4298232,508.9393028,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f32.e4m3.e3m2.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe3m2_acc-f32_311416fee39a.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe3m2_acc-f32_311416fee39a.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe3m2_acc-f32_311416fee39a.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe3m2_acc-f32_311416fee39a.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe2m3/acc-f16,0,0,f16,16,8,32,5.645535946,5.657376289,1010.400694,1008.286023,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e4m3.e2m3.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe2m3_acc-f16_c0262b80ce28.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe2m3_acc-f16_c0262b80ce28.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m3_acc-f16_c0262b80ce28.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m3_acc-f16_c0262b80ce28.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe2m3/acc-f32,0,0,f32,16,8,32,11.18265629,11.19809246,510.0982533,509.395101,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f32.e4m3.e2m3.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe2m3_acc-f32_2213e52e66da.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe2m3_acc-f32_2213e52e66da.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m3_acc-f32_2213e52e66da.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m3_acc-f32_2213e52e66da.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe2m1/acc-f16,0,0,f16,16,8,32,5.647456169,5.655903816,1010.057142,1008.548523,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e4m3.e2m1.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe2m1_acc-f16_600ec450bc2c.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe2m1_acc-f16_600ec450bc2c.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m1_acc-f16_600ec450bc2c.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m1_acc-f16_600ec450bc2c.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e4m3xe2m1/acc-f32,0,0,f32,16,8,32,11.17561626,11.19344711,510.4195872,509.606503,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f32.e4m3.e2m1.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e4m3xe2m1_acc-f32_473bdefea43e.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e4m3xe2m1_acc-f32_473bdefea43e.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m1_acc-f32_473bdefea43e.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e4m3xe2m1_acc-f32_473bdefea43e.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e5m2xe4m3/acc-f16,0,0,f16,16,8,32,5.645343781,5.650745869,1010.435088,1009.469117,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e5m2.e4m3.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e5m2xe4m3_acc-f16_e56a05652004.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e5m2xe4m3_acc-f16_e56a05652004.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe4m3_acc-f16_e56a05652004.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe4m3_acc-f16_e56a05652004.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e5m2xe4m3/acc-f32,0,0,f32,16,8,32,11.18655968,11.21745872,509.9202619,508.5156612,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f32.e5m2.e4m3.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e5m2xe4m3_acc-f32_6c02e530929e.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e5m2xe4m3_acc-f32_6c02e530929e.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe4m3_acc-f32_6c02e530929e.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe4m3_acc-f32_6c02e530929e.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e5m2xe5m2/acc-f16,0,0,f16,16,8,32,5.645503998,5.656102657,1010.406412,1008.513067,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e5m2.e5m2.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e5m2xe5m2_acc-f16_5bc7234a2864.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e5m2xe5m2_acc-f16_5bc7234a2864.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe5m2_acc-f16_5bc7234a2864.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe5m2_acc-f16_5bc7234a2864.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e5m2xe5m2/acc-f32,0,0,f32,16,8,32,11.18547153,11.21297932,509.9698678,508.7188051,0,42,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f32.e5m2.e5m2.f32,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e5m2xe5m2_acc-f32_59b6553d799e.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e5m2xe5m2_acc-f32_59b6553d799e.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe5m2_acc-f32_59b6553d799e.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe5m2_acc-f32_59b6553d799e.sass.json,
PASS,DOCUMENTED,dense/f8f6f4/e5m2xe3m2/acc-f16,0,0,f16,16,8,32,5.645440102,5.65059185,1010.417848,1009.496632,0,26,SASS_OK,QMMA,32,32,32,mma.sync.aligned.kind::f8f6f4.m16n8k32.row.col.f16.e5m2.e3m2.f16,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/ptx/dense_f8f6f4_e5m2xe3m2_acc-f16_90926a0f2120.ptx,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/cubin/dense_f8f6f4_e5m2xe3m2_acc-f16_90926a0f2120.cubin,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe3m2_acc-f16_90926a0f2120.sass.txt,results/20260919T082444Z_NVIDIA_GeForce_RTX_5090/sass/dense_f8f6f4_e5m2xe3m2_acc-f16_90926a0f2120.sass.json,
